NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
671153,39858.737675,0,0,0,2290,17290,17290,0,-15000,0,0,0,0,-15000,0,15000,0,0,0,37568.737675,37200,24000,13200,368.73767502,368.73767502,0,0,0,7,4
671206,62737.186443,47800,47000,800,500,0,0,0,500,0,0,0,0,0,0,0,500,0,0,14437.186443,14400,6000,8400,37.186443267,37.186443267,0,0,0,9,5
671362,36265.111301,17740,17740,0,7560,7560,7560,0,0,0,0,0,0,0,0,0,0,0,0,10965.111301,10900,0,10900,65.111301407,9.9163848711,0,55.194916536,0,7,4
671480,29020.142657,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.142656769,0,0,0,20.142656769,20.142656769,0,0,0,6,3
671520,30747.337173,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,13000,7347.3371728,7000,0,7000,347.33717277,61.977405444,0,285.35976732,0,6,3
671698,39116.716388,22800,22800,0,10800,10800,10800,0,0,0,0,0,0,0,0,0,0,0,0,5516.7163883,5400,0,5400,116.71638833,116.71638833,0,0,0,7,4
671841,74559.329352,67180,65500,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7379.3293519,6000,0,6000,1379.3293519,311.12657533,279.70396893,788.49880766,0,10,5
671893,35809.916385,31281.36,31281.36,0,4518.64,0,0,0,4518.64,4518.64,4518.64,0,0,0,0,0,0,0,0,9.9163848711,0,0,0,9.9163848711,9.9163848711,0,0,0,7,4
672417,38159.119759,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159.119759,6000,0,6000,159.11975897,30.988702722,0,128.13105624,0,7,4
672486,23800.593222,0,0,0,18382,18382,18382,0,0,0,0,0,0,0,0,0,0,0,0,5418.5932216,5400,0,5400,18.593221633,18.593221633,0,0,0,4,2
672541,51167.254453,0,0,0,44850,44850,44850,0,0,0,0,0,0,0,0,0,0,0,0,6317.2544532,5300,0,5300,1017.2544532,123.95481089,0,893.2996423,0,9,5
672620,37930.988703,0,0,0,30700,30700,30700,0,0,0,0,0,0,0,0,0,0,0,0,7230.9887027,7200,0,7200,30.988702722,30.988702722,0,0,0,7,4
672679,46787.747176,18000,18000,0,21580,21580,21580,0,0,0,0,0,0,0,0,0,0,0,0,7207.7471757,7200,0,7200,7.7471756805,7.7471756805,0,0,0,8,4
673050,39866.164686,0,0,0,26260,26260,26260,0,0,0,0,0,0,0,0,0,0,0,0,13606.164686,10980,0,10980,2626.1646864,511.31359491,0,2114.8510915,0,7,4
673051,20209.296611,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,7209.2966108,7200,0,7200,9.2966108166,9.2966108166,0,0,0,4,2
673145,58776.71098,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10776.71098,12025,0,12025,-1248.28902,7.7471756805,0,0,1256.0361959,9,5
673451,64654.860756,0,0,0,50700,50700,50700,0,0,0,0,0,0,0,0,0,0,0,0,13954.860756,8400,0,8400,5554.8607558,193.81520523,0,5361.0455505,0,9,5
673452,16024.790962,0,0,0,-5000,0,0,0,-5000,0,0,0,0,-5000,0,5000,0,0,15000,6024.7909622,6000,0,6000,24.790962178,24.790962178,0,0,0,3,2
673467,43921.692092,34900,34900,0,3000,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,6021.6920919,6000,0,6000,21.692091905,21.692091905,0,0,0,8,4
673540,23290.494351,7200,7200,0,10075,10075,10075,0,0,0,0,0,0,0,0,0,0,0,0,6015.4943514,6000,0,6000,15.494351361,15.494351361,0,0,0,4,2
673661,59891.422154,0,0,0,45370,45370,45370,0,0,0,0,0,0,0,0,0,0,0,0,14521.422154,14500,0,14500,21.422154179,21.422154179,0,0,0,9,5
673816,29802.18197,0,0,0,25350,25350,25350,0,0,0,0,0,0,0,0,0,0,0,0,4452.1819703,4450,0,4450,2.1819703207,2.1819703207,0,0,0,6,3
673847,13000,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
673882,52006.197741,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006.1977405,6000,0,6000,6.1977405444,6.1977405444,0,0,0,9,5
673963,29031.984665,0,0,0,24830,24830,24830,0,0,0,0,0,0,0,0,0,0,0,0,4201.9846651,4200,0,4200,1.9846651186,1.9846651186,0,0,0,6,3
674019,22340.440257,1300,1300,0,18600,16800,16800,0,1800,1800,0,1800,0,0,0,0,0,0,0,2440.4402571,2400,0,2400,40.440257052,40.440257052,0,0,0,4,2
674105,15015.494351,13000,13000,0,2000,0,0,0,2000,2000,0,2000,0,0,0,0,0,0,0,15.494351361,0,0,0,15.494351361,15.494351361,0,0,0,2,1
674106,23907.747176,15500,15000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8407.7471757,8400,0,8400,7.7471756805,7.7471756805,0,0,0,4,2
674196,25666.32796,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,6166.32796,6000,0,6000,166.32796005,48.053138901,0,118.27482115,0,5,3
674229,58401.549435,18000,18000,0,27600,27600,27600,0,0,0,0,0,0,0,0,0,0,0,8000,4801.5494351,4800,0,4800,1.5494351361,1.5494351361,0,0,0,9,5
674239,51204.217602,40000,40000,0,6400,6400,6400,0,0,0,0,0,0,0,0,0,0,0,0,4804.2176024,4800,0,4800,4.2176024093,4.2176024093,0,0,0,9,5
674281,33621.75084,18000,18000,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,3621.7508402,3600,0,3600,21.750840168,21.750840168,0,0,0,6,3
674283,15252.941389,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,4852.941389,4800,0,4800,52.941388971,52.941388971,0,0,0,2,1
674287,25855.220654,0,0,0,19800,19800,19800,0,0,0,0,0,0,0,0,0,0,0,0,6055.2206536,6000,0,6000,55.220653612,55.220653612,0,0,0,5,3
674379,11160,0,0,0,9360,0,0,0,9360,0,0,0,0,0,0,0,0,9360,0,1800,1800,0,1800,0,0,0,0,0,1,1
674440,32130.988703,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,10030.988703,10000,7000,3000,30.988702722,30.988702722,0,0,0,6,3
674572,13202.142657,0,0,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,0,0,5012.1426568,4992,0,4992,20.142656769,20.142656769,0,0,0,2,1
674800,28755.779665,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,6655.7796649,6600,0,6600,55.7796649,55.7796649,0,0,0,6,3
674815,45167.813437,10000,10000,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,16967.813437,16774.052921,6200,10574.052921,193.76051544,158.22252398,0,35.537991458,0,8,4
674842,38491.623418,14400,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,4891.6234182,4800,0,4800,91.623418217,91.623418217,0,0,0,7,4
674868,50868.989135,10833.333333,10833.33,0,2866.6666667,0,0,0,2866.6666667,2166.6666667,2166.6666667,0,0,0,0,0,700,0,30000,7168.9891346,6600,0,6600,568.98913458,371.86443267,0,197.12470191,0,9,5
674869,40076.0007,15000,15000,0,600,0,0,0,600,0,0,0,0,0,0,0,600,0,20000,4476.0006998,3600,0,3600,876.00069985,821.36943511,0,54.631264738,0,7,4
674968,23028.67873,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,4828.6787305,4800,0,4800,28.678730454,28.678730454,0,0,0,4,2
674970,17174.648305,0,0,0,12070,12070,12070,0,0,0,0,0,0,0,0,0,0,0,0,5104.6483054,5100,0,5100,4.6483054083,4.6483054083,0,0,0,3,2
674974,19891.619774,0,0,0,15091,15091,14391,700,0,0,0,0,0,0,0,0,0,0,0,4800.6197741,4800,0,4800,0.6197740544,0.6197740544,0,0,0,3,2
675086,34002.479096,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,10602.479096,10600,0,10600,2.4790962178,2.4790962178,0,0,0,6,3
675265,25981.483054,250,250,0,22685,22685,22685,0,0,0,0,0,0,0,0,0,0,0,3000,46.483054083,0,0,0,46.483054083,46.483054083,0,0,0,5,3
675280,60385.932216,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385.9322163,7200,0,7200,185.93221633,185.93221633,0,0,0,9,5
675334,25388.105904,20300,20000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088.1059037,5057.117201,0,5057.117201,30.988702722,30.988702722,0,0,0,5,3
675667,21003.09887,0,0,0,13800,13800,13800,0,0,0,0,0,0,0,0,0,0,0,0,7203.0988703,7200,0,7200,3.0988702722,3.0988702722,0,0,0,4,2
675739,34487.079339,0,0,0,14001,14001,14001,0,0,0,0,0,0,0,0,0,0,0,0,20486.079339,20200,2200,18000,286.07933944,15.494351361,0,270.58498808,0,7,4
675801,38268.175146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8268.175146,8200,0,8200,68.175145989,68.175145989,0,0,0,7,4
676000,77972.693203,20000,20000,0,38000,39000,39000,0,-1000,0,0,0,0,-1000,0,1000,0,0,7000,12972.693203,13400,0,13400,-427.3067971,99.166947581,0,11.827482115,538.30122681,10,5
676060,23201.549435,0,0,0,14800,20800,20800,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,8401.5494351,8400,0,8400,1.5494351361,1.5494351361,0,0,0,4,2
676304,15603.09887,7800,7800,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,0,0,0,2,1
676374,39154.790962,0,0,0,33130,26650,26650,0,6480,6480,0,6480,0,0,0,0,0,0,0,6024.7909622,6000,0,6000,24.790962178,24.790962178,0,0,0,7,4
676521,52523.690095,22870,21600,1270,20020,20020,20020,0,0,0,0,0,0,0,0,0,0,0,0,9633.6900953,9600,0,9600,33.690095344,33.690095344,0,0,0,9,5
676557,32328.898324,0,0,0,24850,18850,18850,0,6000,0,0,0,0,6000,6000,0,0,0,0,7478.8983245,7200,0,7200,278.8983245,278.8983245,0,0,0,6,3
676580,15209.296611,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,4809.2966108,4800,0,4800,9.2966108166,9.2966108166,0,0,0,2,1
676807,13870,0,0,0,10270,10270,10270,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,2,1
676844,12360.846046,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,0,0,10.846045953,0,0,0,10.846045953,10.846045953,0,0,0,2,1
676851,16393.944916,0,0,0,16380,16380,16380,0,0,0,0,0,0,0,0,0,0,0,0,13.944916225,0,0,0,13.944916225,13.944916225,0,0,0,3,2
676941,9011.6483054,0,0,0,6507,6357,6357,0,150,0,0,0,0,0,0,0,150,0,0,2504.6483054,2500,0,2500,4.6483054083,4.6483054083,0,0,0,1,1
677112,33257.214821,17400,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15857.214821,15600,0,15600,257.21482099,11.823124337,245.39169665,0,0,6,3
677124,15032.823451,0,0,0,8960,8710,8710,0,250,0,0,0,0,0,0,0,250,0,0,6072.8234514,6000,0,6000,72.823451397,72.823451397,0,0,0,2,1
677167,60262.593222,0,0,0,51844,51844,51844,0,0,0,0,0,0,0,0,0,0,0,0,8418.5932216,8400,0,8400,18.593221633,18.593221633,0,0,0,9,5
677195,42705.361589,0,0,0,36000,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,6705.3615893,6600,0,6600,105.36158926,105.36158926,0,0,0,8,4
677287,7094.8745773,0,0,0,4080,4080,4080,0,0,0,0,0,0,0,0,0,0,0,0,3014.8745773,3000,0,3000,14.874577307,14.874577307,0,0,0,1,1
677386,44077.471757,36800,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7277.4717568,7200,0,7200,77.471756805,77.471756805,0,0,0,8,4
677464,53529.061262,22000,22000,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,4000,13229.061262,13800,6000,7800,-570.9387382,92.966108166,0,0,663.9048464,9,5
677474,36876.877732,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,4376.8777315,4200,0,4200,176.87773153,74.372886533,0,102.504845,0,7,4
677475,41686.483054,0,0,0,37440,37440,37440,0,0,0,0,0,0,0,0,0,0,0,0,4246.4830541,4200,0,4200,46.483054083,46.483054083,0,0,0,8,4
677476,9893.0988703,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,0,0,3003.0988703,3000,0,3000,3.0988702722,3.0988702722,0,0,0,1,1
677489,27111.692092,13500,13500,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,0,0,5421.6920919,5400,0,5400,21.692091905,21.692091905,0,0,0,5,3
677946,93807.065489,0,0,0,72800,72800,72800,0,0,0,0,0,0,0,0,0,0,0,0,21007.065489,18000,0,18000,3007.0654891,15.494351361,461.20072296,2530.3704148,0,10,5
677964,32803.408757,13000,13000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,4203.4087573,4200,0,4200,3.4087572994,3.4087572994,0,0,0,6,3
678132,7252.4790962,0,0,0,1850,0,0,0,1850,0,0,0,0,0,0,0,1850,0,0,5402.4790962,5400,600,4800,2.4790962178,2.4790962178,0,0,0,1,1
678160,46489.867238,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,8489.8672379,8400,0,8400,89.867237894,89.867237894,0,0,0,8,4
680143,27026.197741,0,0,0,17420,17420,17420,0,0,0,0,0,0,0,0,0,0,0,0,9606.1977405,9600,0,9600,6.1977405444,6.1977405444,0,0,0,5,3
680239,33525.988703,0,0,0,27495,27495,27495,0,0,0,0,0,0,0,0,0,0,0,0,6030.9887027,6000,0,6000,30.988702722,30.988702722,0,0,0,6,3
680243,39076.181197,0,0,0,29400,29400,29400,0,0,0,0,0,0,0,0,0,0,0,0,9676.1811971,9600,0,9600,76.181197071,17.043786497,0,59.137410574,0,7,4
680244,70375.697454,49830,48600,1230,8400,0,0,0,8400,8400,1200,7200,0,0,0,0,0,0,0,12145.697454,12800,0,12800,-654.3025458,237.06357582,0,454.38694545,1345.753067,9,5
680430,16809.296611,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809.2966108,4800,0,4800,9.2966108166,9.2966108166,0,0,0,3,2
680537,44327.889832,36684.44666,36684.45,0,1615.55334,0,0,0,1615.55334,1615.55334,1615.55334,0,0,0,0,0,0,0,0,6027.8898324,6000,0,6000,27.88983245,27.88983245,0,0,0,8,4
680587,31429.993237,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5429.9932368,5400,0,5400,29.993236824,29.993236824,0,0,0,6,3
680870,87615.494351,81000,80000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6615.4943514,6600,0,6600,15.494351361,15.494351361,0,0,0,10,5
681097,16909.296611,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,9.2966108166,0,0,0,9.2966108166,9.2966108166,0,0,0,3,2
681133,610.84604595,0,0,0,600,0,0,0,600,0,0,0,0,0,0,0,600,0,0,10.846045953,0,0,0,10.846045953,10.846045953,0,0,0,1,1
681192,29780.887854,15800,15800,0,13975,13975,13975,0,0,0,0,0,0,0,0,0,0,0,0,5.8878535172,0,0,0,5.8878535172,5.8878535172,0,0,0,6,3
681349,12480,0,0,0,12480,12480,12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
681387,12677.886548,0,0,0,2700,0,0,0,2700,0,0,0,0,0,0,0,0,2700,4500,5477.8865485,5400,0,5400,77.886548468,2.4790962178,0,75.40745225,0,2,1
681394,27177.644479,17500,17000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,9577.6444794,12000,0,12000,-2422.355521,0,0,0,2422.3555206,5,3
681430,14240.988703,0,0,0,7210,7210,7056,154,0,0,0,0,0,0,0,0,0,0,0,7030.9887027,7000,0,7000,30.988702722,30.988702722,0,0,0,2,1
681499,19952.538138,0,0,0,12220,12220,12220,0,0,0,0,0,0,0,0,0,0,0,0,7732.5381379,7700,0,7700,32.538137858,32.538137858,0,0,0,3,2
681520,22889.693988,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889.6939875,6600,0,6600,-1710.306012,33.789962374,0,0,1744.0959749,4,2
681668,23060.855941,0,0,0,20540,20540,20540,0,0,0,0,0,0,0,0,0,0,0,0,2520.8559406,2400,0,2400,120.85594062,120.85594062,0,0,0,4,2
681713,71293.855075,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23293.855075,24000,0,24000,-706.1449253,47.476792249,0,0,753.62171753,10,5
681822,25015.494351,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015.4943514,3000,0,3000,15.494351361,15.494351361,0,0,0,5,3
681844,126542.00628,21400,21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,15142.006284,17000,0,17000,-1857.993716,96.064978439,0,19.712470191,1973.771165,10,5
682006,44948.003274,0,0,0,36400,36400,36400,0,0,0,0,0,0,0,0,0,0,0,0,8548.0032741,7800,0,7800,748.00327406,77.471756805,46.617328155,623.91418909,0,8,4
682125,17811.549435,0,0,0,17810,17810,17810,0,0,0,0,0,0,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,3,2
682169,17995.19832,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,6295.1983203,6000,0,6000,295.19832029,15.494351361,279.70396893,0,0,3,2
682170,57316.560594,0,0,0,35350,35750,35750,0,-400,0,0,0,0,-400,0,400,0,0,0,21966.560594,21600,6000,15600,366.560594,30.988702722,128.38660861,207.18528268,0,9,5
682192,49001.426568,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,28201.426568,28000,5000,23000,201.42656769,201.42656769,0,0,0,8,4
682204,19235.733686,7622.04,7622.04,0,6777.96,0,0,0,6777.96,6777.96,6777.96,0,0,0,0,0,0,0,0,4835.7336865,4800,0,4800,35.733686492,35.733686492,0,0,0,3,2
682210,28862.79398,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,5462.7939801,5400,0,5400,62.793980106,62.793980106,0,0,0,6,3
682240,38836.460233,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,0,0,7636.460233,7200,0,7200,436.46023296,422.66150382,0,13.798729134,0,7,4
682272,22214.087573,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,15000,6014.087573,5980,0,5980,34.087572994,34.087572994,0,0,0,4,2
682298,30605.887854,31666.666667,31666.67,0,-1066.666667,0,0,0,-1066.666667,1333.3333333,1333.3333333,0,0,-2400,0,2400,0,0,0,5.8878535172,0,0,0,5.8878535172,5.8878535172,0,0,0,6,3
682359,29230.988703,23000,23000,0,2000,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,4230.9887027,4200,0,4200,30.988702722,30.988702722,0,0,0,6,3
682360,17064.790962,0,0,0,14040,14040,14040,0,0,0,0,0,0,0,0,0,0,0,0,3024.7909622,3000,0,3000,24.790962178,24.790962178,0,0,0,3,2
682363,24330.988703,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,4830.9887027,4800,0,4800,30.988702722,30.988702722,0,0,0,5,3
682408,32806.7312,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13806.7312,13600,4000,9600,206.73119976,9.6064978439,0,197.12470191,0,6,3
682457,16912.395481,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,12.395481089,0,0,0,12.395481089,12.395481089,0,0,0,3,2
682496,22744.63439,0,0,0,18390,11310,11310,0,7080,7080,0,7080,0,0,0,0,0,0,0,4354.63439,4200,0,4200,154.63439004,83.66949735,0,70.964892689,0,4,2
682732,10308.676837,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,3808.6768368,3800,0,3800,8.6768367622,8.6768367622,0,0,0,1,1
682737,70792.764768,0,0,0,65780,65780,65780,0,0,0,0,0,0,0,0,0,0,0,0,5012.7647683,4800,0,4800,212.76476826,22.555640852,0,190.20912741,0,10,5
682782,15569.693227,0,0,0,11294,11294,10790,504,0,0,0,0,0,0,0,0,0,0,0,4275.693227,3996,0,3996,279.69322701,3.7186443267,0,275.97458268,0,2,1
682812,64213.944916,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,40000,8613.9449162,8600,0,8600,13.944916225,13.944916225,0,0,0,9,5
682829,25041.598324,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,4241.5983245,3700,0,3700,541.5983245,278.8983245,0,262.7,0,5,3
682897,56548.494351,36533,36533,0,11000,9000,9000,0,2000,2000,2000,0,0,0,0,0,0,0,0,9015.4943514,9000,1800,7200,15.494351361,15.494351361,0,0,0,9,5
682900,51427.113405,39000,39000,0,2899,2899,2899,0,0,0,0,0,0,0,0,0,0,0,0,9528.1134046,9300,0,9300,228.11340464,30.988702722,0,197.12470191,0,9,5
682918,42295.23282,19200,19200,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,5095.2328199,4200,0,4200,895.23281991,443.31157978,0,451.92124013,0,8,4
682969,27012.395481,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,3612.3954811,3600,0,3600,12.395481089,12.395481089,0,0,0,5,3
683034,32527.471757,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,0,0,0,11077.471757,11000,0,11000,77.471756805,77.471756805,0,0,0,6,3
683043,30381.618084,0,0,0,30290,30290,30290,0,0,0,0,0,0,0,0,0,0,0,0,91.618084139,0,0,0,91.618084139,21.692091905,69.925992233,0,0,6,3
683119,53289.867238,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289.8672379,7200,0,7200,89.867237894,89.867237894,0,0,0,9,5
683121,29026.661893,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,10826.661893,9600,0,9600,1226.6618928,20.142656769,0,1206.519236,0,6,3
683164,59904.255799,32480,32000,480,400,0,0,0,400,0,0,0,0,0,0,0,400,0,20000,7024.2557989,8800,0,8800,-1775.744201,18.593221633,0,0,1794.3374227,9,5
683177,21677.889832,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,0,0,5427.8898324,5400,0,5400,27.88983245,27.88983245,0,0,0,4,2
683247,28688.19816,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,2688.1981601,3625,0,3625,-936.8018399,1.6366321928,0,0,938.43847207,6,3
683248,33601.137653,12000,12000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6001.1376531,6000,0,6000,1.1376531307,1.1376531307,0,0,0,6,3
683349,98686.862698,74300,73000,1300,300,0,0,0,300,300,0,300,0,0,0,0,0,0,0,24086.862698,32110,2110,30000,-8023.137302,15.494351361,0,0,8038.6316537,10,5
683373,15900,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,11000,3700,3700,0,3700,0,0,0,0,0,2,1
683377,68106.197741,31000,31000,0,2000,0,0,0,2000,2000,0,2000,0,0,0,0,0,0,21000,14106.197741,14100,0,14100,6.1977405444,6.1977405444,0,0,0,9,5
683399,37684.661887,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,14284.661887,13400,3000,10400,884.66188717,30.988702722,0,853.67318445,0,7,4
683472,51744.307387,23380,23380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,8364.3073868,8358.1096463,2000,6358.1096463,6.1977405444,6.1977405444,0,0,0,9,5
683645,28188.232965,0,0,0,24560,24560,24560,0,0,0,0,0,0,0,0,0,0,0,0,3628.2329647,3600,0,3600,28.232964684,28.232964684,0,0,0,6,3
683650,22453.09887,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,0,0,0,3603.0988703,3600,0,3600,3.0988702722,3.0988702722,0,0,0,4,2
683661,52570.764217,19000,19000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,7570.7642171,7200,0,7200,370.76421713,110.70525892,260.05895821,0,0,9,5
683669,42400.619774,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.6197741,2400,0,2400,0.6197740544,0.6197740544,0,0,0,8,4
683675,16572.705368,0,0,0,14160,14160,14160,0,0,0,0,0,0,0,0,0,0,0,0,2412.7053681,2400,0,2400,12.705368116,12.705368116,0,0,0,3,2
683727,13680,0,0,0,13680,6630,6630,0,7050,3800,0,3800,0,0,0,0,250,3000,0,0,0,0,0,0,0,0,0,0,2,1
683737,14400,10800,10800,0,3600,0,0,0,3600,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,2,1
683767,36526.660179,0,0,0,29640,29640,29640,0,0,0,0,0,0,0,0,0,0,0,0,6886.660179,6750,0,6750,136.660179,136.660179,0,0,0,7,4
683782,8400,0,0,0,8400,0,0,0,8400,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,1,1
683785,27253.357851,0,0,0,16640,16640,16640,0,0,0,0,0,0,0,0,0,0,0,0,10613.357851,10538.984965,0,10538.984965,74.372886533,74.372886533,0,0,0,5,3
683896,28381.687308,0,0,0,22600,22600,22600,0,0,0,0,0,0,0,0,0,0,0,0,5781.6873077,5500,0,5500,281.68730774,281.68730774,0,0,0,6,3
683991,20602.479096,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,0,8000,3002.4790962,3000,0,3000,2.4790962178,2.4790962178,0,0,0,4,2
684000,21602.788983,15000,15000,0,6600,6400,6400,0,200,0,0,0,0,0,0,0,200,0,0,2.788983245,0,0,0,2.788983245,2.788983245,0,0,0,4,2
684037,33955.630137,0,0,0,26650,26650,26650,0,0,0,0,0,0,0,0,0,0,0,0,7305.6301374,7200,0,7200,105.6301374,12.395481089,93.234656311,0,0,6,3
684063,25430.988703,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,7230.9887027,7200,0,7200,30.988702722,30.988702722,0,0,0,5,3
684259,15404.648305,0,0,0,1000,0,0,0,1000,0,0,0,0,0,0,0,1000,0,6000,8404.6483054,8400,0,8400,4.6483054083,4.6483054083,0,0,0,2,1
684279,28698.422941,23850,23850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848.4229407,4800,0,4800,48.42294069,20.452543797,27.970396893,0,0,6,3
684328,35223.09542,23500,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11723.09542,13200,0,13200,-1476.90458,12.395481089,0,0,1489.3000608,7,4
684359,37970.142657,0,0,0,33150,33150,33150,0,0,0,0,0,0,0,0,0,0,0,0,4820.1426568,4800,0,4800,20.142656769,20.142656769,0,0,0,7,4
684434,56703.599954,0,0,0,42900,42900,42900,0,0,0,0,0,0,0,0,0,0,0,0,13803.599954,13200,0,13200,603.59995388,50.945119232,552.65483465,0,0,9,5
684454,21973.384184,0,0,0,17130,19630,19630,0,-2500,0,0,0,0,-2500,0,2500,0,0,0,4843.3841838,4800,250,4550,43.384183811,43.384183811,0,0,0,4,2
684524,23450.036247,0,0,0,18600,18600,18600,0,0,0,0,0,0,0,0,0,0,0,0,4850.0362472,4800,0,4800,50.036247196,50.036247196,0,0,0,4,2
